kode;navn
2003864;Bågø Strand, Odense Jorder
2003865;Marienlund Hgd., Odense Jorder
2003866;Sømose, Odense Jorder
2003867;Åløkkegård Hgd., Odense Jorder
2003868;Næsbyhoved Mølle, Odense Jorder
420151;Brudager By, Brudager
420351;Brenderup By, Gudbjerg
420352;Ellerup By, Gudbjerg
420353;Gudbjerg By, Gudbjerg
420354;Lakkendrup By, Gudbjerg
420355;Mullerup Hgd., Gudbjerg
420356;V. Brændeskov, Gudbjerg
420357;Ø. Brændeskov, Gudbjerg
420451;Broholm Hgd., Gudme
420452;Galdbjerg By, Gudme
420453;Gudme By, Gudme
420551;Boholt By, Hesselager
420552;Bøsøre By, Hesselager
420553;Hesselager By, Hesselager
420554;Hesselagergård Hgd., Hesselager
420555;Revsøre By, Hesselager
420556;Vormark By, Hesselager
420557;Vresen Ø, Hesselager
420751;Albjerg By, Oure
420752;Broholm Hgd., Oure
420753;Lundeborg By, Oure
420754;Oure By, Oure
421151;Tiselholt Hgd., Vejstrup
421152;Vejstrup By, Vejstrup
421153;Vejstrupgård, Vejstrup
430151;Bjerreby By, Bjerreby
430152;Gesinge By, Bjerreby
430153;Hellev By, Bjerreby
430154;Skovballe By, Bjerreby
430155;Stjovl By, Bjerreby
430156;Søby By, Bjerreby
430157;Vårø By, Bjerreby
430158;Vemmenæs By, Bjerreby
430251;Bjernemark By, Bregninge
430252;Bregninge By, Bregninge
430253;Knudsbølle By, Bregninge
430254;Nyby By, Bregninge
430255;Troense By, Bregninge
430256;Valdemars Slot Hgd., Bregninge
430257;Vindeby By, Bregninge
430451;Egense By, Egense
430452;Hvidkilde Hgd., Egense
430453;Lehnskov Hgd., Egense
430454;Skovsbo By, Egense
430551;Dongs Højrup By, Kirkeby
430552;Egebjerg By, Kirkeby
430553;Høje By, Kirkeby
430554;Kirkeby By, Kirkeby
430555;Rårud By, Kirkeby
430751;Lundby By, Landet
430752;Melby By, Landet
430753;Strammelse By, Landet
430851;Kokkenborg, Lunde
430852;Lunde By, Lunde
430951;Bejerholm, Ollerup
430952;Nielstrup Hgd., Ollerup
430953;Ollerup By, Ollerup
430954;Skovsgård, Ollerup
430955;Stågerup By, Ollerup
431151;Holmdrup By, Skårup
431152;Klingstrup Hgd., Skårup
431153;Skårup By, Skårup
431154;Skårupøre By, Skårup
431155;Tiselholt Hgd., Skårup
431156;Vejstrupgård Hgd., Skårup
431157;Ø. Åby By, Skårup
431251;Løjtved Hgd., Stenstrup
431252;Langeskov Hgd., Stenstrup
431253;Rødme By, Stenstrup
431254;Skjoldemose Hgd., Stenstrup
431255;Stågerup By, Stenstrup
431256;Stenstrup By, Stenstrup
431551;Thurø By, Thurø
431651;Bjørnemose Hgd., Tved
431652;Heldager By, Tved
431653;Heldagergård, Tved
431654;Tved By, Tved
431751;Ballen By, Ø. Skerninge
431752;Ø. Skerninge By, Ø. Skerninge
441451;Eskebjerg, Hundstrup
441452;Flintholm Hgd., Hundstrup
441453;Galteløkker, Hundstrup
441454;Gundestrup By, Hundstrup
441455;Hundstrup By, Hundstrup
441456;Langeskov Hgd., Hundstrup
441457;Mynderup By, Hundstrup
442251;Rødkilde Hgd., Ulbølle
442252;Strandhuse, Ulbølle
442253;Ulbølle By, Ulbølle
442751;V. Skerninge By, V. Skerninge
2004351;Svendborg Bygrunde
2004352;Svendborg Markjorder
2004353;Græsholmene, Svendborg Jorder
2004354;Ørkilds Møller, Svendborg Jorder
2004355;Bjørnemose, Svendborg Jorder
2004356;Sørup, Svendborg Jorder
2004357;Skt. Jørgens, Svendborg Jorder
2004358;Drejø, Svendborg Jorder
2004359;Hjortø, Svendborg Jorder
2004360;Skarø, Svendborg Jorder
1530151;Adsbøl, Gråsten-Adsbøl
1530152;Gråsten, Gråsten-Adsbøl
1530153;Gråsten Gods, Gråsten-Adsbøl
1530154;Ladegårdskov, Gråsten-Adsbøl
1530751;Kværs Ejerlav, Kværs
1530752;Ladegård, Kværs
1530753;Tørsbøl, Kværs
1530851;Bækken, Rinkenæs
1530852;Rinkenæs Ejerlav, Rinkenæs
1540151;Broager Ejerlav, Broager
1540152;Dynt, Broager
1540153;Gammelgab, Broager
1540154;Iller, Broager
1540155;Mølmark, Broager
1540156;Skelde, Broager
1540157;Smøl, Broager
1540158;Skodsbøl, Broager
1540251;Dybbøl Ejerlav, Dybbøl
1540252;Ragebøl, Dybbøl
1540253;Stovgård, Dybbøl
1540351;Nybøl Ejerlav, Nybøl
1540352;Stenderup, Nybøl
1540451;Sandbjerg, Sottrup
1540452;Sottrup Ejerlav, Sottrup
1540453;Snogbæk, Sottrup
1540551;Avnbøl, Ullerup
1540552;Bojskov, Ullerup
1540553;Blans, Ullerup
1540554;Ullerup Ejerlav, Ullerup
1540651;Egernsund Ejerlav, Egernsund
1550151;Asserballe Ejerlav, Asserballe
1550152;Asserballeskov, Asserballe
1550153;Gammelgård, Asserballe
1550154;Kettingskov, Asserballe
1550251;Hørup Ejerlav, Hørup
1550252;Lambjerg, Hørup
1550253;Majbøl, Hørup
1550254;Mjang, Hørup
1550255;Mintebjerg, Hørup
1550256;Gammelgård, Hørup
1550351;Hjortholm, Kegnæs
1550352;Nygård, Kegnæs
1550353;Sønderby, Kegnæs
1550451;Bro, Ketting
1550452;Gammelgård, Ketting
1550454;Ketting Ejerlav, Ketting
1550455;Sebbelev, Ketting
1550551;Lysabild Ejerlav, Lysabild
1550552;Mommark, Lysabild
1550553;Sarup, Lysabild
1550554;Skovby, Lysabild
1550555;Vibøge, Lysabild
1550651;Almsted, Notmark
1550652;Helved, Notmark
1550653;Hundslev, Notmark
1550654;Notmark Ejerlav, Notmark
1550655;Notmarkskov, Notmark
1550656;Nørreskov, Notmark
1550751;Ertebjerg, Tandslet
1550752;Lebøl, Tandslet
1550753;Tandslet Ejerlav, Tandslet
1550851;Kær, Ulkebøl
1550852;Klinting, Ulkebøl
1550853;Sundsmark, Ulkebøl
1550854;Ulkebøl Ejerlav, Ulkebøl
1550855;Vollerup, Ulkebøl
1550856;Sønderskov, Ulkebøl
1560151;Dyndved, Egen
1560152;Egen Ejerlav, Egen
1560153;Elstrup, Egen
1560154;Guderup, Egen
1560155;Nørreskov, Egen
1560156;Stolbro, Egen
1560251;Brandsbøl, Havnbjerg
1560252;Havnbjerg Ejerlav, Havnbjerg
1560253;Lavensby, Havnbjerg
1560254;Lunden, Havnbjerg
1560351;Holm, Nordborg
1560352;Pøl, Nordborg
1560451;Broballe, Oksbøl
1560452;Mjels, Oksbøl
1560453;Oksbøl Ejerlav, Oksbøl
1560551;Svenstrup Ejerlav, Svenstrup
1560552;Stevning, Svenstrup
2008451;Sønderborg
2008551;Augustenborg
2008552;Vollerup under Augustenborg
2008651;Nordborg
1450151;Agerskov Ejerlav, Agerskov
1450152;Bovlund, Agerskov
1450154;Geestrup, Agerskov
1450155;Mellerup, Agerskov
1450156;Rangstrup, Agerskov
1450351;Branderup Ejerlav, Branderup
1450352;Rurup, Branderup
1450451;Gøttrup, Tirslund
1450452;Tirslund Ejerlav, Tirslund
1450453;Åbøl, Tirslund
1450551;Allerup, Toftlund
1450552;Stenderup, Toftlund
1450553;Toftlund Ejerlav, Toftlund
1460151;Arrild Ejerlav, Arrild
1460152;Hønning, Arrild
1460153;Roost, Arrild
1460251;Astrup, Brøns
1460252;Brøns Ejerlav, Brøns
1460253;Havervad, Brøns
1460551;Rejsby Ejerlav, Rejsby
1460751;Skærbæk Ejerlav, Skærbæk
1460752;V. Gasse, Skærbæk
1460753;Ø. Gasse, Skærbæk
1460951;Birkelev, Vodder
1460952;Gånsager, Vodder
1460953;Vodder Ejerlav, Vodder
1470151;Husum-Ballum, Ballum
1470152;Rejsby-Ballum, Ballum
1470153;Østerende-Ballum, Ballum
1470251;Åspe, Brede
1470252;Abterp, Brede
1470253;Borg, Brede
1470255;Bredebro, Brede
1470256;Harres, Brede
1470257;Kumled, Brede
1470258;Vollum, Brede
1470351;Drengsted, Døstrup
1470352;Døstrup Ejerlav, Døstrup
1470353;Lovrup, Døstrup
1470354;Overby, Døstrup
1470355;Vinum, Døstrup
1470451;Asset, Løgumkloster
1470452;Dravedskov, Løgumkloster
1470453;Ellum, Løgumkloster
1470551;Mjolden Ejerlav, Mjolden
1470552;Ottersbøl, Mjolden
1470651;Kløjing, Nr. Løgum
1470652;Landeby, Nr. Løgum
1470653;Løgumgårde, Nr. Løgum
1470654;Løjtved, Nr. Løgum
1470655;Nr. Løgum Ejerlav, Nr. Løgum
1470656;V. Terp, Nr. Løgum
1470751;Randerup Ejerlav, Randerup
1470851;Juvre, Rømø
1470852;Kirkeby, Rømø
1470853;Kongsmark, Rømø
1480151;Daler Ejerlav, Daler
1480152;Gærup, Daler
1480153;Østerby, Daler
1480251;Emmerlev Ejerlav, Emmerlev
1480252;Kærgård, Emmerlev
1480253;Nr. Sejerslev, Emmerlev
1480254;Sdr. Sejerslev, Emmerlev
1480351;Hjerpsted Ejerlav, Hjerpsted
1480352;Koldby, Hjerpsted
1480451;Gl. Frederikskog, Højer
1480452;Ny Frederikskog, Højer
1480453;Rudbøl, Højer
1480454;Rudbøl Kog, Højer
1480455;Margrethe-Kog, Højer
1480551;Skast, Sdr. Skast
1490151;Abild Ejerlav, Abild
1490152;Høgslund, Abild
1490153;Sølsted, Abild
1490154;Tyvse, Abild
1490155;Vennemose, Abild
1490251;Bønderby, Møgeltønder
1490252;Gallehus, Møgeltønder
1490253;Møgeltønder Ejerlav, Møgeltønder
1490254;Stokkebro, Møgeltønder
1490255;Sønderby, Møgeltønder
1490256;Ved Åen, Møgeltønder
1490351;Ll. Emmerske, Tønder
1490352;St. Emmerske, Tønder
1490451;Sæd, Ubjerg
1490452;Ubjerg Ejerlav, Ubjerg
1490551;Mollerup, Visby
1490552;Visby Ejerlav, Visby
1490553;Ø. Gammelby, Visby
1500153;Grøngård, Burkal
1500156;Lydersholm, Burkal
1500351;Hostrup Ejerlav, Hostrup
1500352;Jejsing, Hostrup
1500353;Rørkær, Hostrup
1500354;Solderup, Hostrup
1500451;Alslev, Højst
1500452;Alslev over Åen, Højst
1500453;Bøgvad, Højst
1500454;Holme, Højst
1500455;Mosbøl, Højst
1500456;Søvang, Højst
1500457;V. Højst, Højst
1500458;Ø. Højst, Højst
1510151;Arndrup, Bedsted
1510152;Bedsted Ejerlav, Bedsted
1510153;Mårbæk, Bedsted
1510154;Ø. Terp, Bedsted
2008051;Tønder
2008052;Tved under Tønder
2008151;Højer
2008251;Løgumkloster
1200851;Adsbøl By, Strellev
1200852;Katrevel By, Strellev
1200853;Kærgård, Strellev
1200854;Mosbøl By, Strellev
1200855;Nørtarp By, Strellev
1330151;Ålling By, Ansager
1330152;Ansager By, Ansager
1330153;Kvie By, Ansager
1330251;Hessel By, Hodde
1330252;Hodde By, Hodde
1330253;Hodde Præstegård, Hodde
1330254;Hoddeskov By, Hodde
1330255;Hulvig By, Hodde
1330351;Asp By, Horne
1330352;Bjalderup By, Horne
1330353;Bjerremose By, Horne
1330354;Bovnum By, Horne
1330355;Dejgård By, Horne
1330356;Gunderup By, Horne
1330357;Hornelund By, Horne
1330358;Lervad By, Horne
1330359;Malle By, Horne
1330360;Moesgård, Horne
1330361;Stundsig By, Horne
1330362;Transbøl By, Horne
1330451;Nørholm Hgd., Thorstrup
1330452;Ovnbøl By, Thorstrup
1330453;Sig By, Thorstrup
1330454;Den nordlige Del, Thorstrup
1330455;Engene, Thorstrup
1330456;Tastrup By, Thorstrup
1330457;Tange By, Thorstrup
1330458;Thorstrup Præstegård, Thorstrup
1330459;Yderik By, Thorstrup
1330551;Agerkrog By, Tistrup
1330552;Assenbækmølle, Tistrup
1330553;Gårde By, Tistrup
1330554;Galtho By, Tistrup
1330555;Hesselho By, Tistrup
1330556;Krarup By, Tistrup
1330557;Letbækmølle, Tistrup
1330558;Snorup By, Tistrup
1330559;Den mellemste Del, Tistrup
1330560;Tistrup By, Tistrup
1330561;Tønding By, Tistrup
1330651;Ølgod By, Ølgod
1330652;Østbæk By, Ølgod
1330653;Agersnap By, Ølgod
1330654;Bejsnap Gde., Ølgod
1330655;Bøllund, Ølgod
1330656;Egknud By, Ølgod
1330657;Foersumho, Ølgod
1330658;Gammelgård, Ølgod
1330659;Grønfelt By, Ølgod
1330660;Højlund Gde., Ølgod
1330661;Havlund By, Ølgod
1330662;Hejbøl Gde., Ølgod
1330663;Hjedding By, Ølgod
1330664;Lindbjerggård Hgd., Ølgod
1330665;Mejlvang Gde., Ølgod
1330666;Vallund By, Ølgod
1330667;Vestkær By, Ølgod
1330668;Vognslund By, Ølgod
1330669;Ølgod Præstegård, Ølgod
1330751;Kvie By, Skovlund
1330752;Lund By, Skovlund
1330753;Lærkeholt By, Skovlund
1330754;Skovlund By, Skovlund
1330755;Ålling By, Skovlund
1340151;Ål Enge, Ål
1340152;Borre By, Ål
1340153;Børsmose By, Ål
1340154;Filsø Ejerlav, Ål
1340155;Grærup By, Ål
1340156;Hesselmed Hgd., Ål
1340157;Jegum Gde., Ål
1340158;Kærgård, Ål
1340159;Oksbøl By, Ål
1340160;Skødstrup By, Ål
1340161;V. Vrøgum By, Ål
1340162;Ø. Vrøgum By, Ål
1340251;Billum By, Billum
1340252;Burgård, Billum
1340253;Hannevang Gde., Billum
1340254;Kjelst By, Billum
1340351;Dyreby By, Henne
1340352;Filsø Ø, Henne
1340353;Hennebjerg By, Henne
1340354;Henne By, Henne
1340355;Houstrup By, Henne
1340356;Kirkeby By, Henne
1340357;Klinting By, Henne
1340358;Kløvgård, Henne
1340359;Fidde By, Henne
1340360;Rolfsø, Henne
1340361;Stausø, Henne
1340362;Filsø Ejerlav, Henne
1340451;Ho By, Ho
1340452;Ø. Bredmose By, Ho
1340551;Grydvadmølle, Janderup
1340552;Hyllerslev By, Janderup
1340553;Janderup By, Janderup
1340554;Kærup By, Janderup
1340555;Nr. Hebo By, Janderup
1340556;Sdr. Hebo By, Janderup
1340557;Søvig Mark, Janderup
1340651;Åsted By, Kvong
1340652;Hallum By, Kvong
1340653;Kvong By, Kvong
1340654;Kvorup By, Kvong
1340655;Lyne-Husted Gde., Kvong
1340751;Dybvad Gde., Lunde
1340752;Frøstrup Hgd., Lunde
1340753;Tarp By, Lunde
1340754;Lundager By, Lunde
1340755;Lunde By, Lunde
1340756;Kastkær, Lunde
1340757;Lundtang By, Lunde
1340758;Skjedsbøl By, Lunde
1340759;Snittrup, Lunde
1340760;Søndersig By, Lunde
1340761;Ø. Debel By, Lunde
1340851;Lydumgård, Lydum
1340852;Lydum By, Lydum
1340853;Rærup By, Lydum
1340951;Bjerregård, Lønne
1340952;Lønne Præstegård, Lønne
1341051;Kolle By, Nr. Nebel
1341052;Nr. Nebel By, Nr. Nebel
1341053;Gestengene, Nr. Nebel
1341054;Sædding By, Nr. Nebel
1341151;Mosevrå By, Oksby
1341152;Oksby Enge, Oksby
1341153;Vandflod By, Oksby
1341154;Vejers By, Oksby
1341251;Allerslev By, Outrup
1341252;Bahl Gde., Outrup
1341253;Bækhuse, Outrup
1341254;Dejrup By, Outrup
1341255;Gammelgård, Outrup
1341256;Løftgård, Outrup
1341257;Outrup By, Outrup
1341258;Rottarp By, Outrup
1341259;Skyhede By, Outrup
1341260;Søviggård, Outrup
1341261;Torbøl By, Outrup
1341262;V. Debel Gde., Outrup
1341263;Vittarp By, Outrup
1350151;Årre By, Årre
1350152;Gunderup By, Årre
1350153;Jyllerup By, Årre
1350154;Tranbjerg, Årre
1350251;Alslev By, Alslev
1350252;Langsom Gde., Alslev
1350253;Tulsmark, Alslev
1350254;Toftnæs By, Alslev
1350255;Torrup Gde., Alslev
1350256;Vibæk By, Alslev
1350451;Ålunde Gde., Fåborg
1350452;Agerbæk By, Fåborg
1350453;Avtrup By, Fåborg
1350454;Debel By, Fåborg
1350455;Fåborg By, Fåborg
1350456;Gestlunde, Fåborg
1350457;Rodebæk By, Fåborg
1350458;Vrenderup By, Fåborg
1350553;Hjortkær By, Grimstrup
1350554;Roust By, Grimstrup
1350555;Rousthøje By, Grimstrup
1350556;Roust Mølle, Grimstrup
1351051;Agervig, Næsbjerg
1351052;Biltoft By, Næsbjerg
1351053;Kirkegårde, Næsbjerg
1351054;Næsbjerg By, Næsbjerg
1351055;Skonager By, Næsbjerg
1351551;Galstho By, V. Starup
1351552;Hesselho, V. Starup
1351553;Nr. Starup By, V. Starup
1351554;Sdr. Starup By, V. Starup
1351555;Tofterup By, V. Starup
1351556;Vestterp By, V. Starup
1351951;Haltrup By, Øse
1351952;Heager By, Øse
1351953;Helle By, Øse
1351954;Hostrup By, Øse
1351955;Karlsgårde, Øse
1351956;Nordenskov By, Øse
1351957;Oved By, Øse
1351958;Skamstrup By, Øse
1351959;Øse By, Øse
2007751;Varde Bygrunde
2007752;Varde Markjorder
2007753;Kongsgård, Varde Jorder
2007754;Hyllerslev Enge, Varde Jorder
2007755;Frisvad, Varde Jorder
2007756;Isbjergmølle, Varde Jorder
2007757;Lunderup Hgd., Varde Jorder
2007758;Mejls, Varde Jorder
2007759;Orten, Varde Jorder
2007760;Gellerup, Varde Jorder
1270151;Gamst By, Andst
1270152;Gejsing By, Andst
1270153;Glibstrup By, Andst
1270154;Ll. Andst By, Andst
1270155;Roved By, Andst
1270156;St. Andst By, Andst
1270251;Asbo By, Bække
1270252;Bække By, Bække
1270253;Kragelund By, Bække
1270254;Skødegård, Bække
1270351;Ravnholt By, Gesten
1270352;Revsing By, Gesten
1270353;Røjgård, Gesten
1270354;V. Gesten By, Gesten
1270355;Ø. Gesten By, Gesten
1271051;V. Torsted, Veerst
1271052;Husted, Veerst
1271053;Veerst By, Veerst
1280151;Eskelund By, Brørup
1280152;Hulkær Mølle, Brørup
1280153;Hulvad Gde., Brørup
1280154;Præstkær, Brørup
1280155;Surhave Gde., Brørup
1280156;Tirslund By, Brørup
1280157;Tuesbøl By, Brørup
1280158;V. Gjerndrup By, Brørup
1280159;Gjerndrup By, Brørup
1280251;Nørbølling By, Folding
1280252;Sønderskov Hgd., Folding
1280351;Åbølling By, Føvling
1280352;Astofte By, Føvling
1280353;Bobøl By, Føvling
1280354;Bækbølling By, Føvling
1280355;Føvling By, Føvling
1280356;Holleskov By, Føvling
1280357;Lervad, Føvling
1280358;Nielsbygård Hgd., Føvling
1280359;Stenderup By, Føvling
1280360;Tobøl By, Føvling
1280361;Tirslund By, Føvling
1280451;Favrskov By, Holsted
1280452;Gørklint Gde., Holsted
1280453;Lintrup By, Holsted
1280454;Nr. Holsted By, Holsted
1280455;Sekær Gde., Holsted
1280456;Sdr. Holsted By, Holsted
1280457;Særmark, Holsted
1280551;Adsersbøl Gde., Lindknud
1280552;Debel By, Lindknud
1280553;Gilbjerg By, Lindknud
1280554;Hovborg By, Lindknud
1280555;Hyldelund By, Lindknud
1280556;Klelund By, Lindknud
1280557;Lindknud By, Lindknud
1280558;Okslund By, Lindknud
1280559;Vittrup By, Lindknud
1280651;Drostrup By, Læborg
1280652;Gammelby By, Læborg
1280653;Hundsbæk Hgd., Læborg
1280654;Nyby By, Læborg
1280655;Stavlund, Læborg
1280751;Askov By, Malt
1280752;Estrup Hgd., Malt
1280753;Maltbæk By, Malt
1280851;Skodborghus Hgd., Vejen
1280852;Vejen By, Vejen
1290151;Åstrup By, Åstrup
1290152;Bolding Gde., Åstrup
1290153;Gettrup Gde., Åstrup
1290154;Grene Gde., Åstrup
1290155;Tvilho, Åstrup
1290156;Skovbølling By, Åstrup
1290157;Terpling By, Åstrup
1290158;Tvile By, Åstrup
1290159;Glejbjerg By, Åstrup
1430451;Grønnebæk, Jels
1430452;Jels Ejerlav, Jels
1440251;Hjerting Ejerlav, Hjerting
1440351;Fæsted, Sdr. Hygum
1440352;Hygum, Sdr. Hygum
1440353;Knorborg, Sdr. Hygum
1440451;Dover, Lintrup
1440452;Lintrup Ejerlav, Lintrup
1440453;Mejlby, Lintrup
1440454;Tornum, Lintrup
1440551;Brændstrup, Rødding
1440552;Rødding Ejerlav, Rødding
1440651;Skodborg Ejerlav, Skodborg
1440652;Skudstrup, Skodborg
1440751;Københoved, Skrave
1440752;Langetved, Skrave
1440851;Mojbøl, Ø. Lindet
1440852;Stenderup, Ø. Lindet
1440853;Ø. Lindet Ejerlav, Ø. Lindet
1110251;Assendrup By, Engum
1110252;Bredal By, Engum
1110253;Engum By, Engum
1110254;Tirsbæk Hgd., Engum
1120451;Bæksgård, Give
1120452;Bregnhoved By, Give
1120453;Donneruplund, Give
1120454;Farre By, Give
1120455;Give By, Give
1120456;Hedegård By, Give
1120457;Højgård, Give
1120458;Mosegård, Give
1120459;Neder Donnerup, Give
1120460;Nygård, Give
1120461;Sillesthoved, Give
1120462;Skærhoved, Give
1120463;Bøllund, Give
1120464;Søndersthoved Hgd., Give
1120465;Ullerup By, Give
1120466;Vorslunde, Give
1120551;Birkebæk, Givskud
1120552;Givskud By, Givskud
1120553;Harresø, Givskud
1120554;Lerager, Givskud
1120555;Ris By, Givskud
1120556;Østerhoved, Givskud
1120653;Højgård, Grejs
1120751;St. Grundet Hgd., Hornstrup
1120752;Hornstrup By, Hornstrup
1120753;Kirkeby By, Hornstrup
1120754;Lysholt, Hornstrup
1120851;Bjerlev By, Hvejsel
1120852;Fousing By, Hvejsel
1120853;Hvejsel By, Hvejsel
1120854;Ildved By, Hvejsel
1120855;Knude, Hvejsel
1120856;Mindstrup Hgd., Hvejsel
1120857;Sandvad By, Hvejsel
1120858;Tremhuse, Hvejsel
1121051;Alstedgård, Ø. Nykirke
1121052;Haugstrup By, Ø. Nykirke
1121053;Nr. Kollemorten, Ø. Nykirke
1121054;Nr. Tinnet By, Ø. Nykirke
1121055;Oksenbjerge By, Ø. Nykirke
1121056;Sdr. Kollemorten By, Ø. Nykirke
1121057;Sdr. Tinnet By, Ø. Nykirke
1121058;Vonge By, Ø. Nykirke
1121059;Ørnsholt By, Ø. Nykirke
1121151;Elkær Gde., Ringive
1121152;Gammelby By, Ringive
1121153;Hedeby By, Ringive
1121155;Nr. Langelund, Ringive
1121156;Ringive By, Ringive
1121157;Karlskovgård, Ringive
1121158;Sdr. Langelund, Ringive
1121159;Uhe By, Ringive
1121160;Ulkind By, Ringive
1121451;Ålbæk Gde., Thyregod
1121452;Dørken By, Thyregod
1121453;Enkelund Gde., Thyregod
1121454;Kokborg By, Thyregod
1121455;Svindbæk By, Thyregod
1121456;Hindskov By, Thyregod
1121457;Lønå By, Thyregod
1121458;Odderbæk, Thyregod
1121459;Sejrup By, Thyregod
1121460;Thyregod By, Thyregod
1121461;Thyregodlund, Thyregod
1121651;Lindet By, Vester
1121652;Risager Gde., Vester
1121653;Rørbæk Hgd., Vester
1121654;Skovsbøl, Vester
1121655;Vesterlund By, Vester
1121751;Fløjstrup By, Vindelev
1121752;Vindelev By, Vindelev
1121951;Bredballe By, Bredballe
1130151;Balle By, Bredsten
1130152;Bredsten Gde., Bredsten
1130153;Kjeldkær Hgd., Bredsten
1130154;Kærbølling By, Bredsten
1130155;Lildfrost By, Bredsten
1130156;Ollerup By, Bredsten
1130157;Ravning By, Bredsten
1130158;Søskov By, Bredsten
1130159;Tørskind By, Bredsten
1130251;Gadbjerg By, Gadbjerg
1130252;Klausholm, Gadbjerg
1130253;Refstrup Hgd., Gadbjerg
1130254;Rostrup By, Gadbjerg
1130255;Smidstrup By, Gadbjerg
1130256;Tofthøj By, Gadbjerg
1130257;Tøsby By, Gadbjerg
1130351;Hover By, Hover
1130352;Høgsholt By, Hover
1130353;Lerbæk Hgd., Hover
1130354;Rugballegård, Hover
1130355;Uhre By, Hover
1130451;Fårupgård, Jelling
1130452;Haughus, Jelling
1130453;Hopballe By, Jelling
1130454;V. Hornstrup By, Jelling
1130455;Hørup By, Jelling
1130456;Jelling By, Jelling
1130457;Kiddegård, Jelling
1130458;Rugballe By, Jelling
1130459;Skovbølling By, Jelling
1130460;Styvel Gde., Jelling
1130551;Brandbjerg Hgd., Kollerup
1130552;Hygum By, Kollerup
1130553;Kollerup By, Kollerup
1130554;Lureby By, Kollerup
1130555;Skovgård Hgd., Kollerup
1130652;Bindesbøl, Lindeballe
1130654;Lindeballe By, Lindeballe
1130655;Nørskov By, Lindeballe
1130751;Engelsholm Hgd., Nørup
1130752;Førstballe By, Nørup
1130753;Gammelby, Nørup
1130754;Gøddinggård, Nørup
1130755;Kobberbøl, Nørup
1130756;Søgård, Nørup
1130757;Lihmskov By, Nørup
1130758;Mørup, Nørup
1130759;Nørup By, Nørup
1130760;Sødover By, Nørup
1130761;Trollerup By, Nørup
1130762;Tørrild By, Nørup
1130763;Lihme By, Nørup
1130851;Bindeballe By, Randbøl
1130852;Daldover By, Randbøl
1130853;Frederikshåb, Randbøl
1130854;Guldbergsminde, Randbøl
1130855;Hofmansfeld, Randbøl
1130856;Randbøl By, Randbøl
1130857;Vandel By, Randbøl
1130951;Haraldskær Hgd., Skibet
1130952;Jennum By, Skibet
1130953;Kølholt, Skibet
1130954;Nr. Vilstrup By, Skibet
1130955;Rue By, Skibet
1130956;Slelde By, Skibet
1130957;Tvedgård, Skibet
1130958;Østengård, Skibet
